osm_id,road_type,foot_access,surface,width,lit,sidewalk,crossing_count,street_lamp_count,lit_feature_count,crossing_density,lamp_density,lit_feature_density,road_type_score,surface_score,foot_access_score,explicit_lit_score,width_score,sidewalk_known,sidewalk_positive,pedestrian_infrastructure_score,crossing_score,lighting_score,pseudo_safety_score,safety_label
way/555927473,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/555927964,footway,,,,yes,,0,0,2,0.0,0.0,1.0,0.9,0.5,0.5,1.0,0.5,0,0,0.68,0.0,0.44999999999999996,45.25,high
way/555955478,footway,,,,yes,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,1.0,0.5,0,0,0.68,0.0,0.44999999999999996,45.25,high
way/555955479,footway,,,,yes,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,1.0,0.5,0,0,0.68,0.0,0.44999999999999996,45.25,high
way/556195925,footway,,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/556622111,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/556622112,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/556622281,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/557201422,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/557536420,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/557536421,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/557536422,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/557536423,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/557537435,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/557537436,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/558306931,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/558306932,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/558306933,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/558313935,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/558399275,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/558399277,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/558708570,living_street,,asphalt,,,,0,0,2,0.0,0.0,1.0,0.65,1.0,0.5,0.5,0.5,0,0,0.6675000000000001,0.0,0.375,42.75000000000001,high
way/558753189,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/559504083,footway,,asphalt,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/559504084,footway,,asphalt,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/559616671,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/559616672,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/560136184,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/560648364,footway,yes,paving_stones,,,,0,1,0,0.0,1.0,0.0,0.9,1.0,1.0,0.5,0.5,0,0,0.905,0.0,0.625,60.875,high
way/561071613,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/561226231,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/561226232,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/565909072,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/568518761,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/568518764,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/568518765,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/568518766,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/568518768,living_street,,,,,,0,0,1,0.0,0.0,1.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.375,37.75000000000001,medium
way/568518769,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/571327578,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/572863790,footway,,,,,,5,0,2,1.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.375,68.37500000000001,high
way/572863791,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/572863792,footway,,,,,,2,0,0,1.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.075,60.875000000000014,high
way/575162135,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/575162907,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/575163293,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/579494265,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/581289527,footway,,paving_stones,,,,0,3,0,0.0,1.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.625,54.625,high
way/584531209,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/584531210,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/584532560,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/585446463,pedestrian,yes,sand,,no,,0,0,1,0.0,0.0,1.0,1.0,0.35,1.0,0.2,0.5,0,0,0.82,0.0,0.32999999999999996,49.24999999999999,high
way/585450312,pedestrian,yes,,,yes,,0,0,1,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.85,0.0,0.44999999999999996,53.75,high
way/585451241,footway,designated,unpaved,,yes,,0,0,2,0.0,0.0,1.0,0.9,0.35,1.0,1.0,0.5,0,0,0.775,0.0,0.44999999999999996,50.0,high
way/587657583,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/587657584,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/589587992,footway,yes,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,1.0,0.5,0.5,0,0,0.805,0.0,0.075,42.125,high
way/589742749,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/591251795,path,,dirt,,,,0,0,0,0.0,0.0,0.0,0.75,0.35,0.5,0.5,0.5,0,0,0.5825,0.0,0.075,31.0,low
way/591251806,footway,,metal,,,,0,0,0,0.0,0.0,0.0,0.9,0.65,0.5,0.5,0.5,0,0,0.7100000000000001,0.0,0.075,37.375,medium
way/598025710,footway,,earth,,,,0,0,0,0.0,0.0,0.0,0.9,0.35,0.5,0.5,0.5,0,0,0.65,0.0,0.075,34.375,low
way/601257052,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601257054,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601257056,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601257057,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601257058,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601257059,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601264123,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/601264130,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/601264131,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/601264132,footway,,,,,,0,10,6,0.0,1.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.925,57.125,high
way/601518885,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/607394963,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/608046037,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/608046040,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/609270068,path,yes,paved,,,,0,0,1,0.0,0.0,1.0,0.75,1.0,1.0,0.5,0.5,0,0,0.8375000000000001,0.0,0.375,51.25000000000001,high
way/609272662,footway,yes,paved,,no,,0,0,1,0.0,0.0,1.0,0.9,1.0,1.0,0.2,0.5,0,0,0.905,0.0,0.32999999999999996,53.5,high
way/609384825,footway,yes,concrete,1,yes,,2,0,2,1.0,0.0,1.0,0.9,1.0,1.0,1.0,0.65,0,0,0.9199999999999999,1.0,0.44999999999999996,82.25,high
way/609384826,footway,,unpaved,,no,,0,0,0,0.0,0.0,0.0,0.9,0.35,0.5,0.2,0.5,0,0,0.65,0.0,0.03,33.25,low
way/609445522,footway,,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/609445523,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/609445524,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/609445525,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/609460156,footway,,metal,,no,,0,0,1,0.0,0.0,1.0,0.9,0.65,0.5,0.2,0.5,0,0,0.7100000000000001,0.0,0.32999999999999996,43.75,high
way/609460157,footway,,concrete,,yes,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,0.0,0.44999999999999996,50.24999999999999,high
way/609460158,footway,,paving_stones,,yes,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,0.0,0.44999999999999996,50.24999999999999,high
way/609460159,footway,,asphalt,,yes,,2,0,2,1.0,0.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,1.0,0.44999999999999996,75.25,high
way/609460160,footway,,paving_stones,,yes,,2,0,1,1.0,0.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,1.0,0.44999999999999996,75.25,high
way/609547718,footway,,,,,,0,0,2,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/609550473,footway,,paving_stones,3,yes,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,1.0,1.0,0,0,0.83,0.0,0.15,45.24999999999999,high
way/609550474,footway,,paving_stones,1,yes,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,1.0,0.65,0,0,0.7949999999999999,0.0,0.44999999999999996,51.0,high
way/609550475,footway,,paving_stones,1,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.65,0,0,0.7949999999999999,0.0,0.075,41.62499999999999,high
way/609550477,footway,,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/609550478,footway,,,,yes,,0,0,2,0.0,0.0,1.0,0.9,0.5,0.5,1.0,0.5,0,0,0.68,0.0,0.44999999999999996,45.25,high
way/609550479,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/609550480,footway,,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/609642207,footway,yes,asphalt,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,1.0,0.5,0.5,0,0,0.905,1.0,0.075,72.125,high
way/609642208,footway,,,,,,2,0,0,1.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.075,60.875000000000014,high
way/609642209,footway,,asphalt,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/609642210,footway,,asphalt,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/609903167,footway,,paving_stones,,yes,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,0.0,0.44999999999999996,50.24999999999999,high
way/609903168,footway,yes,ground,,no,,0,6,2,0.0,1.0,1.0,0.9,0.35,1.0,0.2,0.5,0,0,0.775,0.0,0.8800000000000001,60.75000000000001,high
way/609925214,footway,yes,paving_stones,4,,,0,0,0,0.0,0.0,0.0,0.9,1.0,1.0,0.5,1.0,0,0,0.955,0.0,0.075,49.625,high
way/609925216,footway,yes,asphalt,3,yes,,0,0,1,0.0,0.0,1.0,0.9,1.0,1.0,1.0,1.0,0,0,0.955,0.0,0.44999999999999996,59.0,high
way/609934584,footway,,paving_stones,,,,2,0,1,1.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.375,73.375,high
way/609934585,footway,,paving_stones,2,yes,,0,0,2,0.0,0.0,1.0,0.9,1.0,0.5,1.0,0.85,0,0,0.815,0.0,0.44999999999999996,52.0,high
way/610094121,footway,,compacted,,,,0,1,0,0.0,1.0,0.0,0.9,0.65,0.5,0.5,0.5,0,0,0.7100000000000001,0.0,0.625,51.125,high
way/610094123,footway,yes,compacted,1,,,0,1,1,0.0,1.0,1.0,0.9,0.65,1.0,0.5,0.65,0,0,0.8500000000000001,0.0,0.925,65.625,high
way/610094131,footway,yes,compacted,2,yes,,0,8,3,0.0,1.0,1.0,0.9,0.65,1.0,1.0,0.85,0,0,0.87,0.0,1.0,68.5,high
way/610111572,footway,,,,,,0,1,1,0.0,1.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.925,57.125,high
way/610111585,footway,,compacted,5,,,0,1,0,0.0,1.0,0.0,0.9,0.65,0.5,0.5,1.0,0,0,0.76,0.0,0.625,53.625,high
way/610111587,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/610111596,footway,,,1,yes,,0,1,1,0.0,1.0,1.0,0.9,0.5,0.5,1.0,0.65,0,0,0.6950000000000001,0.0,1.0,59.75,high
way/610111597,footway,,compacted,5,,,0,4,1,0.0,1.0,1.0,0.9,0.65,0.5,0.5,1.0,0,0,0.76,0.0,0.925,61.12500000000001,high
way/610111598,footway,,compacted,,,,0,5,0,0.0,1.0,0.0,0.9,0.65,0.5,0.5,0.5,0,0,0.7100000000000001,0.0,0.625,51.125,high
way/610111600,footway,,compacted,2,yes,,0,0,1,0.0,0.0,1.0,0.9,0.65,0.5,1.0,0.85,0,0,0.745,0.0,0.44999999999999996,48.5,high
way/610480473,footway,,concrete,,yes,,0,0,3,0.0,0.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,0.0,0.44999999999999996,50.24999999999999,high
way/611480761,footway,,,,,,0,1,0,0.0,1.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.625,49.625,high
way/613755091,footway,yes,compacted,,no,,0,0,1,0.0,0.0,1.0,0.9,0.65,1.0,0.2,0.5,0,0,0.8350000000000001,0.0,0.32999999999999996,50.0,high
way/614208142,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/614208143,path,yes,ground,0.5,,,0,0,0,0.0,0.0,0.0,0.75,0.35,1.0,0.5,0.35,0,0,0.6925,0.0,0.075,36.5,medium
way/616155830,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/616155832,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/616155834,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/616268847,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/616705943,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/616705944,path,yes,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,1.0,0.5,0.5,0,0,0.7375,0.0,0.075,38.75,medium
way/619122978,footway,yes,paving_stones,1,,,0,0,0,0.0,0.0,0.0,0.9,1.0,1.0,0.5,0.65,0,0,0.9199999999999999,0.0,0.075,47.87499999999999,high
way/627710710,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/629935155,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/630201613,path,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.75,1.0,0.5,0.5,0.5,0,0,0.7125000000000001,0.0,0.375,45.00000000000001,high
way/630319812,footway,,concrete,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/630319813,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/630675225,footway,,concrete,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/631285390,footway,,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/631605055,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/631605059,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/634645282,footway,,grass_paver,,,,0,0,0,0.0,0.0,0.0,0.9,0.65,0.5,0.5,0.5,0,0,0.7100000000000001,0.0,0.075,37.375,medium
way/634645283,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636268121,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636268126,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636268127,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636268129,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636268130,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636489345,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/636489347,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/638483362,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/638483363,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/638486801,footway,,concrete,,yes,,0,15,4,0.0,1.0,1.0,0.9,1.0,0.5,1.0,0.5,0,0,0.78,0.0,1.0,64.0,high
way/639390624,footway,,metal,,,,0,0,1,0.0,0.0,1.0,0.9,0.65,0.5,0.5,0.5,0,0,0.7100000000000001,0.0,0.375,44.87500000000001,high
way/640540678,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/641761931,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/641761934,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/641761935,path,yes,unpaved,,,,0,0,0,0.0,0.0,0.0,0.75,0.35,1.0,0.5,0.5,0,0,0.7075,0.0,0.075,37.25,medium
way/646405278,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/647700148,footway,yes,paving_stones,2,,,0,2,4,0.0,1.0,1.0,0.9,1.0,1.0,0.5,0.85,0,0,0.94,0.0,0.925,70.125,high
way/648492120,footway,yes,concrete,1,,,1,0,0,1.0,0.0,0.0,0.9,1.0,1.0,0.5,0.65,0,0,0.9199999999999999,1.0,0.075,72.875,high
way/648492121,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/649518098,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/649532763,path,yes,earth,,,,0,0,0,0.0,0.0,0.0,0.75,0.35,1.0,0.5,0.5,0,0,0.7075,0.0,0.075,37.25,medium
way/655840340,footway,yes,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,1.0,0.5,0.5,0,0,0.805,0.0,0.375,49.625,high
way/655928305,path,,paved,,,,0,0,0,0.0,0.0,0.0,0.75,1.0,0.5,0.5,0.5,0,0,0.7125000000000001,0.0,0.075,37.50000000000001,medium
way/655928306,path,,paved,,,,0,0,0,0.0,0.0,0.0,0.75,1.0,0.5,0.5,0.5,0,0,0.7125000000000001,0.0,0.075,37.50000000000001,medium
way/655928307,path,,paved,,,,0,0,0,0.0,0.0,0.0,0.75,1.0,0.5,0.5,0.5,0,0,0.7125000000000001,0.0,0.075,37.50000000000001,medium
way/655928308,path,,paved,,,,0,0,0,0.0,0.0,0.0,0.75,1.0,0.5,0.5,0.5,0,0,0.7125000000000001,0.0,0.075,37.50000000000001,medium
way/655928309,path,,paved,,,,0,0,0,0.0,0.0,0.0,0.75,1.0,0.5,0.5,0.5,0,0,0.7125000000000001,0.0,0.075,37.50000000000001,medium
way/656185461,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/661629335,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/661629336,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
way/661799346,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/661917532,living_street,,unpaved,,,,1,0,2,1.0,0.0,1.0,0.65,0.35,0.5,0.5,0.5,0,0,0.5375000000000001,1.0,0.375,61.25000000000001,high
way/661950554,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/662048769,living_street,,,,,,0,0,0,0.0,0.0,0.0,0.65,0.5,0.5,0.5,0.5,0,0,0.5675000000000001,0.0,0.075,30.250000000000004,low
way/663266274,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/666494724,path,,,,,,0,0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0,0,0.6125,0.0,0.075,32.5,low
