osm_id,road_type,foot_access,sidewalk,lit,surface,width,geometry_type,geometry
way/1239913137,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7095699, 12.9711705], [77.7096548, 12.9711729]]}"
way/1239913149,footway,,,,asphalt,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7117702, 12.972215], [77.7117292, 12.9722022], [77.711691, 12.9721904]]}"
way/1239913150,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7117852, 12.9722196], [77.7117702, 12.972215]]}"
way/1239913151,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7118958, 12.9722565], [77.7118861, 12.9722531]]}"
way/1240073771,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7519284, 13.0720492], [77.7519178, 13.0720075]]}"
way/1240073772,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7518635, 13.0719866], [77.751884, 13.0719998], [77.7519074, 13.0720071], [77.7519178, 13.0720075], [77.7519319, 13.072008], [77.7519529, 13.0720035], [77.7519722, 13.0719944], [77.7519888, 13.071981], [77.7520017, 13.0719643], [77.7519993, 13.0719355], [77.7519895, 13.0719084], [77.7519728, 13.0718846], [77.7519526, 13.0718672], [77.7519287, 13.0718548], [77.7519026, 13.0718483], [77.7518756, 13.071848], [77.7518614, 13.0718475], [77.7518481, 13.0718526], [77.7518379, 13.0718627], [77.7518329, 13.0718761]]}"
way/1240073773,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7518946, 13.0720987], [77.7519019, 13.0720771], [77.7519155, 13.0720587], [77.7519284, 13.0720492], [77.7519341, 13.072045], [77.7519561, 13.0720374], [77.7519785, 13.0720365], [77.7520002, 13.0720419], [77.7520195, 13.0720532], [77.7520345, 13.0720694], [77.7520393, 13.0720977], [77.7520375, 13.0721262], [77.7520292, 13.0721537], [77.7520157, 13.0721773], [77.7519975, 13.0721976], [77.7519752, 13.0722137], [77.75195, 13.0722249]]}"
way/1240073774,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7519333, 13.0722385], [77.7518946, 13.0720987], [77.7518635, 13.0719866], [77.7518329, 13.0718761], [77.7518213, 13.0718342]]}"
way/1240073775,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7518165, 13.0723759], [77.7518307, 13.07234], [77.7518511, 13.0723069], [77.7518769, 13.0722778], [77.7519036, 13.0722561], [77.7519333, 13.0722385], [77.7519654, 13.0722255], [77.7519917, 13.072236], [77.7520199, 13.0722391], [77.7520479, 13.0722347], [77.7520672, 13.0722268], [77.7520844, 13.0722153], [77.7520989, 13.0722007], [77.7521149, 13.072177], [77.7521238, 13.07215], [77.752125, 13.0721217], [77.75212, 13.0720983], [77.7521096, 13.0720766], [77.7520945, 13.0720577], [77.7520754, 13.0720426], [77.75206, 13.0720113], [77.7520526, 13.0719773], [77.7520525, 13.0719523], [77.7520568, 13.0719277], [77.7520654, 13.0719042], [77.7520606, 13.0718772], [77.7520495, 13.0718521], [77.7520325, 13.0718304], [77.7520102, 13.0718128], [77.7519842, 13.071801], [77.7519561, 13.0717957], [77.7519199, 13.0717949], [77.7518843, 13.0718013], [77.7518508, 13.0718147], [77.7518213, 13.0718342], [77.7517965, 13.0718591], [77.7517226, 13.0718796]]}"
way/1240073777,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7518221, 13.0699324], [77.7518334, 13.069885], [77.7518384, 13.0698365], [77.7518369, 13.0697879], [77.7518289, 13.0697398], [77.7518146, 13.0696932], [77.7517913, 13.0696435], [77.7517609, 13.0695977], [77.751724, 13.0695567], [77.7516813, 13.0695213], [77.7516338, 13.0694924], [77.7515826, 13.0694704], [77.7515329, 13.0694539], [77.7514814, 13.0694443], [77.751429, 13.0694418], [77.7513768, 13.0694465], [77.7513258, 13.0694582], [77.7512769, 13.0694768], [77.7512312, 13.0695018], [77.751188, 13.0695341], [77.75115, 13.0695721], [77.7511182, 13.0696151], [77.751093, 13.0696621], [77.7510751, 13.0697123], [77.7510609, 13.0697604], [77.7510559, 13.069812], [77.7510538, 13.0698603], [77.7510586, 13.0699085], [77.7510703, 13.0699555], [77.7510886, 13.0700005], [77.7511132, 13.0700426], [77.7511454, 13.070083], [77.7511834, 13.0701183], [77.7512263, 13.0701477], [77.7512731, 13.0701707], [77.751323, 13.0701867], [77.7513747, 13.0701954], [77.7514194, 13.0701997], [77.7514643, 13.070199], [77.7515088, 13.0701935], [77.7515629, 13.0701799], [77.7516145, 13.070159], [77.7516627, 13.0701314]]}"
way/1240080119,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6781478, 12.8389433], [77.6781814, 12.8388991], [77.677917, 12.8385466], [77.6778814, 12.8385753]]}"
way/1240091200,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7175796, 12.9491098], [77.7174044, 12.9491091]]}"
way/1240091201,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7174053, 12.9490517], [77.7174044, 12.9491091], [77.7174021, 12.9492606]]}"
way/1240091202,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7172766, 12.9492624], [77.7172733, 12.9494269], [77.7172716, 12.9495101]]}"
way/1240091203,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7172716, 12.9495101], [77.7173836, 12.9496097], [77.7176614, 12.9496286]]}"
way/1240091204,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7174681, 12.9492597], [77.7174021, 12.9492606], [77.7172766, 12.9492624]]}"
way/1240091205,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7172733, 12.9494269], [77.7173378, 12.9494277]]}"
way/1240091206,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7174029, 12.9494092], [77.7173938, 12.9494009], [77.7173824, 12.949396], [77.7173699, 12.9493952], [77.7173579, 12.9493986], [77.7173478, 12.9494058], [77.7173408, 12.9494159], [77.7173378, 12.9494277], [77.7173388, 12.9494387], [77.7173432, 12.9494489], [77.7173507, 12.9494573], [77.7173604, 12.949463], [77.7173715, 12.9494654], [77.7173829, 12.9494644], [77.7173933, 12.94946], [77.7174018, 12.9494526], [77.7174075, 12.949443], [77.71741, 12.9494322], [77.7174085, 12.9494201], [77.7174029, 12.9494092]]}"
way/1240091207,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.71741, 12.9494322], [77.7174616, 12.949431]]}"
way/1240101155,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6320274, 12.9023189], [77.632125, 12.902377]]}"
way/1240101156,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6320059, 12.902567], [77.6314707, 12.9022481], [77.6315367, 12.9021429]]}"
way/1240101158,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6448548, 12.8816681], [77.6443188, 12.8813594]]}"
way/1240101159,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6448517, 12.8814847], [77.6449339, 12.8815295]]}"
way/1240101160,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6443188, 12.8813594], [77.6444081, 12.8812146]]}"
way/1240101162,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6536512, 12.8702551], [77.6535706, 12.8703521]]}"
way/1240101163,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6534329, 12.8702689], [77.6528203, 12.8700553], [77.6527807, 12.8700266], [77.6527512, 12.8700749], [77.6527176, 12.8702321]]}"
way/1240101170,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6585941, 12.8627512], [77.6591208, 12.8631513]]}"
way/1240101171,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6592281, 12.8632331], [77.6591935, 12.8632762], [77.6589623, 12.8631]]}"
way/1240101172,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6583079, 12.8633791], [77.6583086, 12.8631663], [77.6584053, 12.8629978], [77.6585941, 12.8627512]]}"
way/1240101176,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6644691, 12.8563735], [77.6639527, 12.8559437], [77.6639462, 12.8559383]]}"
way/1240101177,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6642609, 12.8564424], [77.6643283, 12.8565343]]}"
way/1240101181,footway,,,,metal,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6804461, 12.833518], [77.6800041, 12.8333806]]}"
way/1240101183,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6800823, 12.8331413], [77.6800956, 12.8331454]]}"
way/1240101185,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6804529, 12.8333034], [77.6805107, 12.8333202]]}"
way/1240102693,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7507905, 12.9762422], [77.7508197, 12.9762377]]}"
way/1240102694,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7509631, 12.9762153], [77.7509835, 12.9762122]]}"
way/1240102695,footway,,,,asphalt,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7509015, 12.9762249], [77.7509291, 12.9762206], [77.7509631, 12.9762153]]}"
way/1240102696,footway,,,,asphalt,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7508739, 12.9762292], [77.7509015, 12.9762249]]}"
way/1240166701,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.586827, 12.9759226], [77.5869368, 12.9760168], [77.586977, 12.9760518]]}"
way/1240166702,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.586977, 12.9760518], [77.5870033, 12.9760807]]}"
way/1240166703,footway,,,,asphalt,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5876476, 12.9758049], [77.5875752, 12.9758858], [77.5875307, 12.9759355]]}"
way/1240166704,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5875307, 12.9759355], [77.5874967, 12.976007]]}"
way/1240166705,footway,,,,asphalt,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5874967, 12.976007], [77.5874943, 12.976062], [77.5874911, 12.9761372]]}"
way/1240166706,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5874902, 12.9761505], [77.5874911, 12.9761372]]}"
way/1240166707,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5871291, 12.9754065], [77.5873785, 12.9755677], [77.587512, 12.9756873]]}"
way/1240166708,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.587512, 12.9756873], [77.5875357, 12.975676], [77.5875952, 12.9756476]]}"
way/1240166709,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5875357, 12.975676], [77.5875448, 12.9756893]]}"
way/1240166710,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5876476, 12.9758049], [77.587657, 12.9757936], [77.5876364, 12.9757755], [77.5876334, 12.9757716]]}"
way/1240166711,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5876334, 12.9757716], [77.5875879, 12.9757299], [77.5875448, 12.9756893]]}"
way/1240166712,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5871291, 12.9754065], [77.5871199, 12.9754164]]}"
way/1240166713,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5871199, 12.9754164], [77.587052, 12.9754756], [77.5869813, 12.9755372]]}"
way/1240166714,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5869813, 12.9755372], [77.5869657, 12.9755491]]}"
way/1240166719,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.586953, 12.9749911], [77.5869745, 12.9749838]]}"
way/1240253051,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5718902, 12.9759031], [77.5718607, 12.9759057], [77.5718617, 12.9759157], [77.5718641, 12.9759425], [77.5718659, 12.9759619]]}"
way/1240253052,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5733101, 12.9757592], [77.5732826, 12.9757615], [77.573253, 12.9757639]]}"
way/1240253053,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.573291, 12.9755959], [77.5732602, 12.9755982], [77.5732363, 12.9756001]]}"
way/1240253054,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5718682, 12.9756827], [77.5717605, 12.9756908], [77.5717587, 12.9756686], [77.5717562, 12.9756372]]}"
way/1240254958,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5712083, 12.9758525], [77.5711439, 12.9758562], [77.5711025, 12.9764794]]}"
way/1240254959,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5729169, 12.9746275], [77.5729172, 12.9745932]]}"
way/1240344106,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5729376, 12.9761325], [77.5729387, 12.9762323]]}"
way/1240344107,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5728995, 12.9747772], [77.5728992, 12.9746902]]}"
way/1240365194,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6659947, 12.9237805], [77.6659904, 12.9237385], [77.6663336, 12.9237052], [77.6663333, 12.9236621]]}"
way/1240374862,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6684114, 12.9216188], [77.6683531, 12.9215696], [77.66833, 12.9215431], [77.6683218, 12.9214955], [77.6683245, 12.9214372], [77.6683422, 12.9213789]]}"
way/1240555808,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5960415, 12.9822389], [77.5959738, 12.9822588]]}"
way/1240555809,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5964892, 12.9821075], [77.5964136, 12.9821297]]}"
way/1240555810,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5961926, 12.9821737], [77.5961986, 12.9821928], [77.5962086, 12.9822253]]}"
way/1240555812,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5963565, 12.9816864], [77.5964428, 12.9817359], [77.5965319, 12.9817869]]}"
way/1240557578,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5964428, 12.9817359], [77.596575, 12.9815077]]}"
way/1240557580,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5966776, 12.9818608], [77.5966857, 12.9818649]]}"
way/1240557581,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5966857, 12.9818649], [77.5967161, 12.9818148]]}"
way/1240557582,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5961318, 12.9815529], [77.5961377, 12.9816154], [77.5962009, 12.9816065]]}"
way/1240696229,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6446912, 12.9507742], [77.6446402, 12.9509482], [77.6446302, 12.9509973], [77.6446207, 12.9510438], [77.6445238, 12.9515194], [77.6444694, 12.9518008], [77.6443385, 12.9524845], [77.6443201, 12.9526508], [77.6442392, 12.9531831], [77.6442225, 12.9532759], [77.6442142, 12.9532904], [77.6442037, 12.9533034], [77.6441827, 12.95332], [77.6441581, 12.9533308], [77.6435899, 12.9535163]]}"
way/1240717082,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.719858, 12.9591149], [77.7199008, 12.9591084], [77.7199256, 12.9591071]]}"
way/1240738071,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6475339, 12.9545551], [77.6475109, 12.9545344]]}"
way/1240738072,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6474918, 12.9546486], [77.6474345, 12.9546372]]}"
way/1240738073,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6472413, 12.9551848], [77.6472681, 12.9551933]]}"
way/1240738074,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6471605, 12.9552551], [77.6471635, 12.9552815]]}"
way/1240738075,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6465325, 12.9555043], [77.64656, 12.9555177]]}"
way/1240738076,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6464527, 12.9555925], [77.6464781, 12.9556182]]}"
way/1240738077,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6474224, 12.9547393], [77.6474182, 12.9547108], [77.6474196, 12.954682], [77.6474265, 12.954654], [77.6474345, 12.9546372], [77.6474408, 12.9546242], [77.6474613, 12.9545982], [77.6474836, 12.9545743], [77.6475066, 12.9545437], [77.6475109, 12.9545344], [77.6475214, 12.954512], [77.6475343, 12.9544715], [77.6475495, 12.9544123], [77.6475635, 12.9543991], [77.6475772, 12.9543855], [77.6476001, 12.954355], [77.6476149, 12.9543232], [77.6476231, 12.9542893], [77.6476244, 12.9542544], [77.6476209, 12.954234], [77.6476171, 12.954223], [77.6476084, 12.954215], [77.6475953, 12.954212], [77.6475826, 12.9542161], [77.6475648, 12.9542273], [77.647539, 12.9542516], [77.6475186, 12.9542802], [77.6475044, 12.9543122], [77.6474964, 12.9543493], [77.647492, 12.9543888], [77.6474664, 12.9544075], [77.6474439, 12.9544296], [77.647425, 12.9544548], [77.6474086, 12.954486], [77.6473978, 12.9545194], [77.6473928, 12.9545541], [77.6473896, 12.9545758], [77.6473794, 12.9545953], [77.6473663, 12.9546084], [77.6473465, 12.9546269], [77.647333, 12.9546502], [77.6473271, 12.9546763], [77.6473283, 12.9546988], [77.6473352, 12.9547203], [77.6473472, 12.9547395]]}"
way/1240738078,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6473472, 12.9547395], [77.6474224, 12.9547393]]}"
way/1240738082,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6465553, 12.9554565], [77.646501, 12.9553801]]}"
way/1240738083,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.647492, 12.9543888], [77.6474951, 12.9543992], [77.6474988, 12.9544107], [77.6475073, 12.9544196], [77.647518, 12.954424], [77.6475297, 12.9544238], [77.6475403, 12.9544191], [77.6475495, 12.9544123]]}"
way/1240738084,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6473472, 12.9547395], [77.6473358, 12.9547809], [77.6473119, 12.9548505], [77.6472714, 12.9549144], [77.6472419, 12.9549534], [77.6472185, 12.9550063], [77.647205, 12.9550541], [77.6471977, 12.9551031], [77.6471749, 12.9551422], [77.6471326, 12.9551761], [77.6470852, 12.9552029], [77.6470461, 12.9552183], [77.647004, 12.9552275], [77.6469635, 12.9552343], [77.6466767, 12.955307], [77.6465741, 12.955352], [77.646548, 12.9553569], [77.6465234, 12.9553663], [77.646501, 12.9553801], [77.6464768, 12.9554034], [77.646459, 12.9554316], [77.6464487, 12.9554631], [77.6464031, 12.9555285], [77.6463828, 12.9555394], [77.6463655, 12.9555546], [77.6463525, 12.955573], [77.6463441, 12.9555938], [77.6463303, 12.9555932], [77.6463179, 12.9555991], [77.6463097, 12.9556106], [77.6463085, 12.9556245], [77.6462663, 12.9557187], [77.6462629, 12.955734], [77.646265, 12.9557496], [77.6462725, 12.9557636], [77.6462844, 12.9557742], [77.646299, 12.9557801], [77.6463148, 12.955781], [77.6463299, 12.9557767], [77.6463427, 12.9557677], [77.6464165, 12.9556625], [77.6464527, 12.9555925], [77.6464514, 12.9555686], [77.6464581, 12.9555455], [77.6464722, 12.9555259], [77.6464897, 12.9555129], [77.6465105, 12.9555055], [77.6465325, 12.9555043], [77.6465553, 12.9554565], [77.6465647, 12.955437], [77.6466532, 12.9554161], [77.6467274, 12.9553727], [77.6468061, 12.9553377], [77.6468643, 12.9553181], [77.6469238, 12.955303], [77.6469845, 12.9552926], [77.6470221, 12.9552974], [77.6470601, 12.9552956], [77.6470971, 12.9552874], [77.6471302, 12.9552738], [77.6471605, 12.9552551], [77.6471906, 12.9552323], [77.6472413, 12.9551848], [77.6472547, 12.9551135], [77.6472869, 12.9550913], [77.6474224, 12.9547393]]}"
way/1240738152,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6462837, 12.9558565], [77.6464781, 12.9556182], [77.64656, 12.9555177], [77.6466029, 12.9554651], [77.6469342, 12.9553645], [77.6471635, 12.9552815], [77.6472259, 12.9552364], [77.6472681, 12.9551933], [77.6474525, 12.9547358], [77.6474918, 12.9546486], [77.6475339, 12.9545551], [77.6476121, 12.9543816], [77.6477375, 12.9543836], [77.6478944, 12.9544182]]}"
way/1240738165,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6478924, 12.9558683], [77.6476698, 12.9557806], [77.6474523, 12.9556949]]}"
way/1240738168,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6482777, 12.9552168], [77.6482384, 12.9552354], [77.6482039, 12.9552615], [77.6481755, 12.9552938], [77.6481546, 12.9553311], [77.6481419, 12.9553717], [77.6481379, 12.955414], [77.6481429, 12.9554562], [77.6481566, 12.9554965], [77.6481618, 12.9555154], [77.6481618, 12.955535], [77.6481566, 12.955554], [77.6481463, 12.9555713], [77.6481316, 12.9555854], [77.6481137, 12.9555951], [77.6480919, 12.9556057], [77.6480724, 12.95562], [77.6480559, 12.9556376], [77.648043, 12.955658], [77.6480342, 12.9556803]]}"
way/1240738173,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6475558, 12.955506], [77.6474981, 12.9556677]]}"
way/1240738174,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6479693, 12.9556788], [77.6480342, 12.9556803], [77.6482437, 12.9556851]]}"
way/1240738175,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6482986, 12.9549294], [77.6479693, 12.9556788], [77.6478924, 12.9558683]]}"
way/1240738176,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6482183, 12.9560349], [77.6482437, 12.9556851], [77.6482777, 12.9552168], [77.6482986, 12.9549294], [77.6483028, 12.9548717], [77.6481298, 12.9547868]]}"
way/1240738177,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6480104, 12.9544247], [77.6475558, 12.955506]]}"
way/1240738186,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6472278, 12.9556656], [77.6472316, 12.9556999], [77.6472305, 12.9557343], [77.6472259, 12.9557628], [77.647218, 12.9557906]]}"
way/1240738187,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6469559, 12.9557898], [77.6470026, 12.9557879], [77.6470413, 12.9557867], [77.6470649, 12.9557918], [77.6470786, 12.955799], [77.6470904, 12.9558088], [77.647103, 12.9558184], [77.6471179, 12.9558239], [77.6471365, 12.9558244], [77.6471541, 12.9558186], [77.647218, 12.9557906], [77.6472735, 12.9557664], [77.647286, 12.9557552], [77.6472963, 12.9557422], [77.6473045, 12.9557265], [77.6473097, 12.9557095], [77.647321, 12.9556932], [77.6473372, 12.9556814], [77.6473558, 12.9556754], [77.6473755, 12.9556754], [77.6473942, 12.9556814], [77.6474041, 12.9556917], [77.647417, 12.9556984], [77.647423, 12.9556993], [77.6474316, 12.9557007], [77.6474462, 12.9556982], [77.6474523, 12.9556949], [77.6474592, 12.9556912], [77.6474981, 12.9556677]]}"
way/1240738188,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6472969, 12.9558976], [77.6472639, 12.9559064], [77.6472299, 12.9559104], [77.6471957, 12.9559095], [77.6471558, 12.955902], [77.6471179, 12.9558879], [77.6470696, 12.9558697], [77.6470247, 12.9558448], [77.6469905, 12.9558192], [77.6469559, 12.9557898], [77.6469332, 12.9557569]]}"
way/1240749001,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6385609, 13.0814636], [77.6385629, 13.0814297], [77.6385734, 13.0813858], [77.6385914, 13.0813443], [77.6385966, 13.0813364], [77.6386151, 13.0813081], [77.6386444, 13.0812762], [77.6386788, 13.0812493], [77.6387171, 13.0812281], [77.6387247, 13.0811826], [77.6387396, 13.0811389], [77.6387617, 13.081098], [77.6387902, 13.0810612], [77.6388291, 13.0810257], [77.638874, 13.0809976], [77.6389068, 13.0809846], [77.6389234, 13.080978], [77.6389378, 13.080936], [77.6389607, 13.0808978], [77.6389911, 13.080865], [77.639022, 13.0808422], [77.6390565, 13.0808251], [77.6390935, 13.0808141], [77.6391319, 13.0808095], [77.6391524, 13.0808083], [77.6391721, 13.0808026], [77.6391899, 13.0807927], [77.6392081, 13.0807754], [77.6392205, 13.0807537], [77.6392261, 13.0807295], [77.6392246, 13.0807048]]}"
way/1240749092,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6386767, 13.0808387], [77.6385937, 13.0808413]]}"
way/1240749093,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6388359, 13.0806499], [77.6388185, 13.0806348], [77.6388049, 13.0806164], [77.6387957, 13.0805956], [77.6387915, 13.0805752], [77.6387915, 13.0805545], [77.6387957, 13.0805342], [77.6387921, 13.0805161], [77.6387837, 13.0804997], [77.638771, 13.0804861], [77.638752, 13.0804752], [77.6387304, 13.0804708]]}"
way/1240749094,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6389309, 13.080438], [77.6388828, 13.0803776], [77.6388331, 13.0803152]]}"
way/1240749097,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6385609, 13.0814636], [77.6385007, 13.0814261], [77.6384743, 13.0812627], [77.6384767, 13.0812592], [77.6386321, 13.0810344], [77.6386257, 13.0810092], [77.6386254, 13.0809832], [77.6386312, 13.0809579], [77.6386423, 13.080935], [77.6386584, 13.0809151], [77.6386787, 13.0808991], [77.6386751, 13.0808646], [77.6386767, 13.0808387], [77.6386772, 13.08083], [77.6386848, 13.0807961], [77.6386979, 13.0807638], [77.6387225, 13.0807254], [77.6387546, 13.0806928], [77.638793, 13.0806672], [77.6388359, 13.0806499], [77.638852, 13.0806415], [77.6388633, 13.0806276], [77.6388672, 13.0806164], [77.6388679, 13.0806045], [77.6388622, 13.0805734], [77.6388634, 13.0805418], [77.6388714, 13.0805112], [77.6388857, 13.0804829], [77.6389059, 13.0804581], [77.6389309, 13.080438], [77.6389583, 13.080424], [77.6389881, 13.0804156], [77.6390189, 13.0804132], [77.6390496, 13.0804169], [77.639079, 13.0804264], [77.6391081, 13.0804357]]}"
way/1240788919,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6038208, 13.0465806], [77.6038988, 13.0465629], [77.6039335, 13.0465677], [77.6039661, 13.0465803], [77.6039947, 13.0466001], [77.6040186, 13.0466274], [77.6040348, 13.0466597], [77.6040423, 13.0466948], [77.604044, 13.0467284], [77.6040413, 13.0467619], [77.6040342, 13.0467948], [77.6040188, 13.0468356], [77.6039967, 13.0468734], [77.6039685, 13.0469072]]}"
way/1241006122,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5779424, 13.0707252], [77.5781173, 13.0704848], [77.5786773, 13.069715], [77.5785506, 13.0690746], [77.5776585, 13.0703361], [77.5771424, 13.071087], [77.577188, 13.0710955], [77.5777245, 13.0709094], [77.5778532, 13.0707461], [77.5779424, 13.0707252]]}"
